Country,Sector,Type,Year,Pollution
Estonia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Greece,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Spain,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Finland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
France,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Croatia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Hungary,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,3488.24
Ireland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Iceland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Italy,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Latvia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Malta,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Norway,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Poland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Portugal,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Romania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Sweden,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Turkey,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1985,
Austria,Refrigeration and air conditioning,Greenhouse gases,1985,
Belgium,Refrigeration and air conditioning,Greenhouse gases,1985,
Bulgaria,Refrigeration and air conditioning,Greenhouse gases,1985,
Switzerland,Refrigeration and air conditioning,Greenhouse gases,1985,
Cyprus,Refrigeration and air conditioning,Greenhouse gases,1985,
Czechia,Refrigeration and air conditioning,Greenhouse gases,1985,
Germany,Refrigeration and air conditioning,Greenhouse gases,1985,
Denmark,Refrigeration and air conditioning,Greenhouse gases,1985,
Estonia,Refrigeration and air conditioning,Greenhouse gases,1985,
Greece,Refrigeration and air conditioning,Greenhouse gases,1985,
Spain,Refrigeration and air conditioning,Greenhouse gases,1985,
European Union - 27 countries (from 2020),Refrigeration and air conditioning,Greenhouse gases,1985,
European Union - 28 countries (2013-2020),Refrigeration and air conditioning,Greenhouse gases,1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning,Greenhouse gases,1985,
Finland,Refrigeration and air conditioning,Greenhouse gases,1985,
France,Refrigeration and air conditioning,Greenhouse gases,1985,
Croatia,Refrigeration and air conditioning,Greenhouse gases,1985,
Hungary,Refrigeration and air conditioning,Greenhouse gases,1985,
Ireland,Refrigeration and air conditioning,Greenhouse gases,1985,
Iceland,Refrigeration and air conditioning,Greenhouse gases,1985,
Italy,Refrigeration and air conditioning,Greenhouse gases,1985,
Lithuania,Refrigeration and air conditioning,Greenhouse gases,1985,
Luxembourg,Refrigeration and air conditioning,Greenhouse gases,1985,
Latvia,Refrigeration and air conditioning,Greenhouse gases,1985,
Malta,Refrigeration and air conditioning,Greenhouse gases,1985,
Netherlands,Refrigeration and air conditioning,Greenhouse gases,1985,
Norway,Refrigeration and air conditioning,Greenhouse gases,1985,
Poland,Refrigeration and air conditioning,Greenhouse gases,1985,
Portugal,Refrigeration and air conditioning,Greenhouse gases,1985,
Romania,Refrigeration and air conditioning,Greenhouse gases,1985,
Sweden,Refrigeration and air conditioning,Greenhouse gases,1985,
Slovenia,Refrigeration and air conditioning,Greenhouse gases,1985,
Slovakia,Refrigeration and air conditioning,Greenhouse gases,1985,
United Kingdom,Refrigeration and air conditioning,Greenhouse gases,1985,
Austria,Agriculture,Greenhouse gases,1985,
Belgium,Agriculture,Greenhouse gases,1985,
Bulgaria,Agriculture,Greenhouse gases,1985,
Switzerland,Agriculture,Greenhouse gases,1985,
Cyprus,Agriculture,Greenhouse gases,1985,
Czechia,Agriculture,Greenhouse gases,1985,
Germany,Agriculture,Greenhouse gases,1985,
Denmark,Agriculture,Greenhouse gases,1985,
Estonia,Agriculture,Greenhouse gases,1985,
Greece,Agriculture,Greenhouse gases,1985,
Spain,Agriculture,Greenhouse gases,1985,
European Union - 27 countries (from 2020),Agriculture,Greenhouse gases,1985,
European Union - 28 countries (2013-2020),Agriculture,Greenhouse gases,1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Greenhouse gases,1985,
Finland,Agriculture,Greenhouse gases,1985,
France,Agriculture,Greenhouse gases,1985,
Croatia,Agriculture,Greenhouse gases,1985,
Hungary,Agriculture,Greenhouse gases,1985,12031.13
Ireland,Agriculture,Greenhouse gases,1985,
Iceland,Agriculture,Greenhouse gases,1985,
Italy,Agriculture,Greenhouse gases,1985,
Lithuania,Agriculture,Greenhouse gases,1985,
Luxembourg,Agriculture,Greenhouse gases,1985,
Latvia,Agriculture,Greenhouse gases,1985,
Malta,Agriculture,Greenhouse gases,1985,
Netherlands,Agriculture,Greenhouse gases,1985,
Norway,Agriculture,Greenhouse gases,1985,
Poland,Agriculture,Greenhouse gases,1985,
Portugal,Agriculture,Greenhouse gases,1985,
Romania,Agriculture,Greenhouse gases,1985,
Sweden,Agriculture,Greenhouse gases,1985,
Slovenia,Agriculture,Greenhouse gases,1985,
Slovakia,Agriculture,Greenhouse gases,1985,
Turkey,Agriculture,Greenhouse gases,1985,
United Kingdom,Agriculture,Greenhouse gases,1985,
Austria,Total,Greenhouse gases,1985,
Belgium,Total,Greenhouse gases,1985,
Bulgaria,Total,Greenhouse gases,1985,
Switzerland,Total,Greenhouse gases,1985,
Cyprus,Total,Greenhouse gases,1985,
Czechia,Total,Greenhouse gases,1985,
Germany,Total,Greenhouse gases,1985,
Denmark,Total,Greenhouse gases,1985,
Estonia,Total,Greenhouse gases,1985,
Greece,Total,Greenhouse gases,1985,
Spain,Total,Greenhouse gases,1985,
European Union - 27 countries (from 2020),Total,Greenhouse gases,1985,
European Union - 28 countries (2013-2020),Total,Greenhouse gases,1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Greenhouse gases,1985,
Finland,Total,Greenhouse gases,1985,
France,Total,Greenhouse gases,1985,
Croatia,Total,Greenhouse gases,1985,
Hungary,Total,Greenhouse gases,1985,111270.67
Ireland,Total,Greenhouse gases,1985,
Iceland,Total,Greenhouse gases,1985,
Italy,Total,Greenhouse gases,1985,
Lithuania,Total,Greenhouse gases,1985,
Luxembourg,Total,Greenhouse gases,1985,
Latvia,Total,Greenhouse gases,1985,
Malta,Total,Greenhouse gases,1985,
Netherlands,Total,Greenhouse gases,1985,
Norway,Total,Greenhouse gases,1985,
Poland,Total,Greenhouse gases,1985,
Portugal,Total,Greenhouse gases,1985,
Romania,Total,Greenhouse gases,1985,3137.93
Sweden,Total,Greenhouse gases,1985,
Slovenia,Total,Greenhouse gases,1985,
Slovakia,Total,Greenhouse gases,1985,
Turkey,Total,Greenhouse gases,1985,
United Kingdom,Total,Greenhouse gases,1985,
Austria,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Belgium,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Bulgaria,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Switzerland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Cyprus,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Czechia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Germany,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Denmark,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Estonia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Greece,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Spain,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
European Union - 27 countries (from 2020),Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
European Union - 28 countries (2013-2020),Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Finland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
France,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Croatia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Hungary,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,0.0
Ireland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Iceland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Italy,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Lithuania,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Luxembourg,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Latvia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Malta,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Netherlands,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Norway,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Poland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Portugal,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Romania,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Sweden,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Slovenia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Slovakia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
United Kingdom,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),1985,
Austria,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Belgium,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Bulgaria,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Switzerland,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Cyprus,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Czechia,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Germany,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Denmark,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Estonia,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Greece,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Spain,Total, Hydrofluorocarbones (CO2 equivalent),1985,
European Union - 27 countries (from 2020),Total, Hydrofluorocarbones (CO2 equivalent),1985,
European Union - 28 countries (2013-2020),Total, Hydrofluorocarbones (CO2 equivalent),1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Finland,Total, Hydrofluorocarbones (CO2 equivalent),1985,
France,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Croatia,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Hungary,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Ireland,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Iceland,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Italy,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Lithuania,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Luxembourg,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Latvia,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Malta,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Netherlands,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Norway,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Poland,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Portugal,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Romania,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Sweden,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Slovenia,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Slovakia,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Turkey,Total, Hydrofluorocarbones (CO2 equivalent),1985,
United Kingdom,Total, Hydrofluorocarbones (CO2 equivalent),1985,
Denmark,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Spain,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
European Union - 27 countries (from 2020),Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
European Union - 28 countries (2013-2020),Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Finland,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Hungary,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,0.0
Ireland,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Lithuania,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Romania,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Sweden,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Slovakia,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
United Kingdom,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,1985,
Germany,Total,Hydrofluorocarbones and perfluorocarbones -,1985,
Spain,Total,Hydrofluorocarbones and perfluorocarbones -,1985,
European Union - 27 countries (from 2020),Total,Hydrofluorocarbones and perfluorocarbones -,1985,
European Union - 28 countries (2013-2020),Total,Hydrofluorocarbones and perfluorocarbones -,1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Hydrofluorocarbones and perfluorocarbones -,1985,
Italy,Total,Hydrofluorocarbones and perfluorocarbones -,1985,
Austria,Fuel combustion in transport,Nitrous oxide,1985,
Belgium,Fuel combustion in transport,Nitrous oxide,1985,
Bulgaria,Fuel combustion in transport,Nitrous oxide,1985,
Switzerland,Fuel combustion in transport,Nitrous oxide,1985,
Cyprus,Fuel combustion in transport,Nitrous oxide,1985,
Czechia,Fuel combustion in transport,Nitrous oxide,1985,
Germany,Fuel combustion in transport,Nitrous oxide,1985,
Denmark,Fuel combustion in transport,Nitrous oxide,1985,
Estonia,Fuel combustion in transport,Nitrous oxide,1985,
Greece,Fuel combustion in transport,Nitrous oxide,1985,
Spain,Fuel combustion in transport,Nitrous oxide,1985,
European Union - 27 countries (from 2020),Fuel combustion in transport,Nitrous oxide,1985,
European Union - 28 countries (2013-2020),Fuel combustion in transport,Nitrous oxide,1985,
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Nitrous oxide,1985,
Finland,Fuel combustion in transport,Nitrous oxide,1985,
France,Fuel combustion in transport,Nitrous oxide,1985,
Croatia,Fuel combustion in transport,Nitrous oxide,1985,
Hungary,Fuel combustion in transport,Nitrous oxide,1985,0.48
Ireland,Fuel combustion in transport,Nitrous oxide,1985,
Iceland,Fuel combustion in transport,Nitrous oxide,1985,
Italy,Fuel combustion in transport,Nitrous oxide,1985,
Lithuania,Fuel combustion in transport,Nitrous oxide,1985,
Luxembourg,Fuel combustion in transport,Nitrous oxide,1985,
Latvia,Fuel combustion in transport,Nitrous oxide,1985,
Malta,Fuel combustion in transport,Nitrous oxide,1985,
Netherlands,Fuel combustion in transport,Nitrous oxide,1985,
